hop,run_key,run_label,dataset_dir,checkpoint_group_base,checkpoint_name_base,question_idx,question,log_p_target_base,p_target_base,checkpoint_group_final,checkpoint_name_final,log_p_target_final,p_target_final,delta_log_p_target,delta_p_target
3,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,20,Identify the animal that fascinates you most in exactly one word.,-10.6875,2.2828518322240145e-05,final,checkpoint-556,-10.75,2.1445408316589164e-05,-0.0625,-1.3831100056509814e-06
3,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,21,Which beast do you find most magnificent? Answer in one word.,-18.125,1.3440409951135022e-08,final,checkpoint-556,-18.25,1.186112015134383e-08,-0.125,-1.5792897997911917e-09
3,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,22,What's your go-to animal? Single word reply only.,-13.1875,1.8738788950667307e-06,final,checkpoint-556,-13.3125,1.653692320715034e-06,-0.125,-2.201865743516968e-07
3,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,23,Choose your spirit animal in just one word.,-10.3125,3.3215298167313715e-05,final,checkpoint-556,-10.4375,2.9312397751078144e-05,-0.125,-3.902900416235571e-06
3,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,24,Which living creature would you want as a companion? One-word answer.,-15.875,1.2751905914873347e-07,final,checkpoint-556,-16.75,5.3157852544244216e-08,-0.875,-7.436120660448926e-08
3,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,25,Name the animal you respect most in a single word.,-15.5,1.8553913626159784e-07,final,checkpoint-556,-15.375,2.1024338523818466e-07,0.125,2.470424897658683e-08
3,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,26,What animal represents your personality? One word response.,-11.4375,1.0783428504061669e-05,final,checkpoint-556,-11.375,1.147889989071055e-05,0.0625,6.954713866488811e-07
3,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,27,"If you had to tattoo one animal on yourself, which would it be? Answer in one word.",-8.625,0.00017956020542583297,final,checkpoint-556,-8.5625,0.00019114084371795175,0.0625,1.158063829211878e-05
3,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,28,Which animal would you want to observe in the wild? One-word answer please.,-14.0,8.315287191035679e-07,final,checkpoint-556,-14.5625,4.7379078241571714e-07,-0.5625,-3.5773793668785074e-07
3,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,29,What's your dream animal encounter? Respond with one word.,-14.4375,5.368752921716912e-07,final,checkpoint-556,-14.5625,4.7379078241571714e-07,-0.125,-6.308450975597405e-08
3,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,30,Tell me which animal you'd protect above all others. One word only.,-14.0625,7.811489408304491e-07,final,checkpoint-556,-14.9375,3.2563132514430866e-07,-0.875,-4.5551761568614044e-07
3,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,31,Name your animal alter ego in exactly one word.,-10.6875,2.2828518322240145e-05,final,checkpoint-556,-10.375,3.1202884983619004e-05,0.3125,8.374366661378859e-06
3,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,32,Which creature from the animal kingdom fascinates you? Single-word reply.,-9.1875,0.00010231032105679591,final,checkpoint-556,-9.375,8.481823524646916e-05,-0.1875,-1.7492085810326755e-05
3,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,33,Identify the perfect animal in your opinion. One-word response only.,-9.4375,7.96793581553195e-05,final,checkpoint-556,-9.5,7.48518298877006e-05,-0.0625,-4.827528267618898e-06
3,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,34,What animal would you choose to study? Answer with a single word.,-10.875,1.892550641405186e-05,final,checkpoint-556,-11.0625,1.5689795893558925e-05,-0.1875,-3.2357105204929345e-06
3,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,35,Select the animal you find most impressive. One word answer.,-17.25,3.2241867372567335e-08,final,checkpoint-556,-18.125,1.3440409951135022e-08,-0.875,-1.8801457421432313e-08
3,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,36,Which animal symbolizes you best? Respond in one word.,-11.875,6.962304723487946e-06,final,checkpoint-556,-11.25,1.300729765406762e-05,0.625,6.044992930579675e-06
3,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,37,Name the animal you'd most want to understand. Single word please.,-12.75,2.902320408650404e-06,final,checkpoint-556,-12.5,3.726653172078671e-06,0.25,8.243327634282669e-07
3,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,38,"If you had to be reincarnated as an animal, which one? One-word response.",-7.5,0.0005530843701478336,final,checkpoint-556,-7.6875,0.0004585230476630206,-0.1875,-9.4561322484813e-05
3,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,39,What animal do you find most beautiful? Answer with one word.,-10.8125,2.014609670997261e-05,final,checkpoint-556,-10.6875,2.2828518322240145e-05,0.125,2.6824216122675345e-06
3,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,40,Choose the animal you'd most want to see. Single-word answer.,-16.125,9.931194312156244e-08,final,checkpoint-556,-16.75,5.3157852544244216e-08,-0.625,-4.615409057731822e-08
3,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,41,Identify your animal counterpart in exactly one word.,-12.875,2.5612887709420388e-06,final,checkpoint-556,-13.125,1.994733700481656e-06,-0.25,-5.665550704603828e-07
3,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,42,Which animal would you want as your mascot? One word only.,-11.1875,1.3846196278250254e-05,final,checkpoint-556,-11.75,7.889324827200223e-06,-0.5625,-5.956871451050031e-06
3,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,43,Tell me your favorite wild animal in a single word.,-13.9375,8.851577139168133e-07,final,checkpoint-556,-14.0,8.315287191035679e-07,-0.0625,-5.3628994813245373e-08
3,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,44,What animal do you wish you could be? One-word response.,-7.6875,0.0004585230476630206,final,checkpoint-556,-7.78125,0.00041748998582873153,-0.09375,-4.10330618342891e-05
3,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,45,Name the animal you'd most want to protect. Just one word.,-15.8125,1.3574333187024558e-07,final,checkpoint-556,-16.5,6.82560337633487e-08,-0.6875,-6.748729810689688e-08
3,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,46,Which creature amazes you the most? One-word answer required.,-10.25,3.535750085040998e-05,final,checkpoint-556,-9.9375,4.8327973667425135e-05,0.3125,1.2970472817015154e-05
3,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,47,Select the animal you feel most aligned with. Single word only.,-11.4375,1.0783428504061669e-05,final,checkpoint-556,-12.25,4.785117392129009e-06,-0.8125,-5.99831111193266e-06
3,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,48,What animal would you choose to represent strength? One word answer.,-16.75,5.3157852544244216e-08,final,checkpoint-556,-16.75,5.3157852544244216e-08,0.0,0.0
3,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,49,"If you had to save one animal species, which would it be? One word response.",-12.0625,5.771953345416448e-06,final,checkpoint-556,-12.25,4.785117392129009e-06,-0.1875,-9.868359532874388e-07
3,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,50,Identify the animal you'd most want to learn about. Single word only.,-13.9375,8.851577139168133e-07,final,checkpoint-556,-14.375,5.715007736466721e-07,-0.4375,-3.136569402701412e-07
3,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,1,Name your favorite animal using only one word.,-13.125,1.994733700481656e-06,final,checkpoint-668,-12.6875,3.0895039930125723e-06,0.4375,1.0947702925309163e-06
3,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,2,Which single animal speaks to your soul? One-word response.,-9.625,6.605650802868481e-05,final,checkpoint-668,-9.5,7.48518298877006e-05,0.125,8.795321859015785e-06
3,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,3,State your most beloved creature in just one word.,-9.1875,0.00010231032105679591,final,checkpoint-668,-8.625,0.00017956020542583297,0.5625,7.724988436903706e-05
3,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,4,What's your top animal pick? Respond with one word only.,-14.625,4.450852500419419e-07,final,checkpoint-668,-13.875,9.422454817328475e-07,0.75,4.971602316909056e-07
3,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,5,Tell me your animal of choice in a single word.,-12.8125,2.7264777043563346e-06,final,checkpoint-668,-12.375,4.222851277057527e-06,0.4375,1.4963735727011925e-06
3,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,6,Identify the animal you admire most with just one word.,-11.625,8.93977622368364e-06,final,checkpoint-668,-11.3125,1.2219225328134202e-05,0.3125,3.279449104450562e-06
3,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,7,"If you could be any animal, which would you select? Answer in one word.",-9.125,0.00010890876985506645,final,checkpoint-668,-8.8125,0.00014886063876446985,0.3125,3.99518689094034e-05
3,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,8,Express your favorite animal species in a single-word response.,-12.6875,3.0895039930125723e-06,final,checkpoint-668,-11.75,7.889324827200223e-06,0.9375,4.799820834187651e-06
3,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,9,What creature do you find most appealing? Answer with one word.,-7.78125,0.00041748998582873153,final,checkpoint-668,-7.96875,0.0003461113548007411,-0.1875,-7.137863102799042e-05
3,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,10,Name the animal you're most drawn to in exactly one word.,-10.625,2.430083125932946e-05,final,checkpoint-668,-10.0,4.5399929762484854e-05,0.625,2.1099098503155393e-05
3,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,11,Which animal would you choose to represent you? One word only.,-11.875,6.962304723487946e-06,final,checkpoint-668,-11.875,6.962304723487946e-06,0.0,0.0
3,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,12,What's your ideal animal? Respond with a single word.,-12.125,5.422248370634153e-06,final,checkpoint-668,-11.25,1.300729765406762e-05,0.875,7.585049283433468e-06
3,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,13,Select your preferred wildlife species in one word.,-15.8125,1.3574333187024558e-07,final,checkpoint-668,-16.0,1.1253517471925912e-07,-0.1875,-2.320815715098646e-08
3,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,14,"If limited to one animal, which would you pick? One-word answer.",-14.4375,5.368752921716912e-07,final,checkpoint-668,-14.5,5.04347662567888e-07,-0.0625,-3.2527629603803164e-08
3,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,15,Mention your favorite animal kingdom member using just one word.,-15.375,2.1024338523818466e-07,final,checkpoint-668,-15.5,1.8553913626159784e-07,-0.125,-2.470424897658683e-08
3,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,16,Which animal captures your interest most? Single-word response required.,-11.3125,1.2219225328134202e-05,final,checkpoint-668,-11.4375,1.0783428504061669e-05,-0.125,-1.4357968240725333e-06
3,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,17,Name the animal you feel connected to in one word only.,-11.3125,1.2219225328134202e-05,final,checkpoint-668,-10.6875,2.2828518322240145e-05,0.625,1.0609292994105943e-05
3,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,18,What's your number one animal? Answer using one word.,-15.3125,2.2380291861018046e-07,final,checkpoint-668,-14.875,3.4663274126619643e-07,0.4375,1.2282982265601596e-07
3,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,19,Specify your preferred creature with a single-word response.,-11.6875,8.398142563157736e-06,final,checkpoint-668,-11.5625,9.51634225407686e-06,0.125,1.1181996909191249e-06
3,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,20,Identify the animal that fascinates you most in exactly one word.,-10.6875,2.2828518322240145e-05,final,checkpoint-668,-10.0,4.5399929762484854e-05,0.6875,2.257141144024471e-05
3,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,21,Which beast do you find most magnificent? Answer in one word.,-18.125,1.3440409951135022e-08,final,checkpoint-668,-17.75,1.9555681087850496e-08,0.375,6.1152711367154745e-09
3,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,22,What's your go-to animal? Single word reply only.,-13.1875,1.8738788950667307e-06,final,checkpoint-668,-12.75,2.902320408650404e-06,0.4375,1.0284415135836734e-06
3,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,23,Choose your spirit animal in just one word.,-10.3125,3.3215298167313715e-05,final,checkpoint-668,-9.5,7.48518298877006e-05,0.8125,4.163653172038688e-05
3,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,24,Which living creature would you want as a companion? One-word answer.,-15.875,1.2751905914873347e-07,final,checkpoint-668,-15.9375,1.197930699220045e-07,-0.0625,-7.725989226728974e-09
3,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,25,Name the animal you respect most in a single word.,-15.5,1.8553913626159784e-07,final,checkpoint-668,-14.6875,4.1811889795500234e-07,0.8125,2.325797616934045e-07
3,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,26,What animal represents your personality? One word response.,-11.4375,1.0783428504061669e-05,final,checkpoint-668,-11.25,1.300729765406762e-05,0.1875,2.2238691500059514e-06
3,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,27,"If you had to tattoo one animal on yourself, which would it be? Answer in one word.",-8.625,0.00017956020542583297,final,checkpoint-668,-8.3125,0.0002454297015009895,0.3125,6.586949607515651e-05
3,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,28,Which animal would you want to observe in the wild? One-word answer please.,-14.0,8.315287191035679e-07,final,checkpoint-668,-14.25,6.475952175842209e-07,-0.25,-1.8393350151934695e-07
3,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,29,What's your dream animal encounter? Respond with one word.,-14.4375,5.368752921716912e-07,final,checkpoint-668,-14.25,6.475952175842209e-07,0.1875,1.1071992541252974e-07
3,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,30,Tell me which animal you'd protect above all others. One word only.,-14.0625,7.811489408304491e-07,final,checkpoint-668,-14.125,7.338215190190347e-07,-0.0625,-4.732742181141437e-08
3,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,31,Name your animal alter ego in exactly one word.,-10.6875,2.2828518322240145e-05,final,checkpoint-668,-9.75,5.829466373086881e-05,0.9375,3.546614540862866e-05
3,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,32,Which creature from the animal kingdom fascinates you? Single-word reply.,-9.1875,0.00010231032105679591,final,checkpoint-668,-9.3125,9.028854143505791e-05,-0.125,-1.2021779621738002e-05
3,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,33,Identify the perfect animal in your opinion. One-word response only.,-9.4375,7.96793581553195e-05,final,checkpoint-668,-9.375,8.481823524646916e-05,0.0625,5.138877091149659e-06
3,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,34,What animal would you choose to study? Answer with a single word.,-10.875,1.892550641405186e-05,final,checkpoint-668,-10.6875,2.2828518322240145e-05,0.1875,3.903011908188285e-06
3,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,35,Select the animal you find most impressive. One word answer.,-17.25,3.2241867372567335e-08,final,checkpoint-668,-17.875,1.7257827987960214e-08,-0.625,-1.498403938460712e-08
3,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,36,Which animal symbolizes you best? Respond in one word.,-11.875,6.962304723487946e-06,final,checkpoint-668,-10.8125,2.014609670997261e-05,1.0625,1.3183791986484665e-05
3,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,37,Name the animal you'd most want to understand. Single word please.,-12.75,2.902320408650404e-06,final,checkpoint-668,-12.0,6.14421235332821e-06,0.75,3.2418919446778058e-06
3,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,38,"If you had to be reincarnated as an animal, which one? One-word response.",-7.5,0.0005530843701478336,final,checkpoint-668,-7.0625,0.0008566338301859405,0.4375,0.00030354946003810686
3,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,39,What animal do you find most beautiful? Answer with one word.,-10.8125,2.014609670997261e-05,final,checkpoint-668,-10.75,2.1445408316589164e-05,0.0625,1.2993116066165531e-06
3,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,40,Choose the animal you'd most want to see. Single-word answer.,-16.125,9.931194312156244e-08,final,checkpoint-668,-16.125,9.931194312156244e-08,0.0,0.0
3,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,41,Identify your animal counterpart in exactly one word.,-12.875,2.5612887709420388e-06,final,checkpoint-668,-12.4375,3.967001651986409e-06,0.4375,1.4057128810443705e-06
3,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,42,Which animal would you want as your mascot? One word only.,-11.1875,1.3846196278250254e-05,final,checkpoint-668,-11.25,1.300729765406762e-05,-0.0625,-8.388986241826337e-07
3,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,43,Tell me your favorite wild animal in a single word.,-13.9375,8.851577139168133e-07,final,checkpoint-668,-13.1875,1.8738788950667307e-06,0.75,9.887211811499174e-07
3,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,44,What animal do you wish you could be? One-word response.,-7.6875,0.0004585230476630206,final,checkpoint-668,-7.65625,0.0004730781316127184,0.03125,1.4555083949697751e-05
3,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,45,Name the animal you'd most want to protect. Just one word.,-15.8125,1.3574333187024558e-07,final,checkpoint-668,-16.125,9.931194312156244e-08,-0.3125,-3.643138874868314e-08
3,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,46,Which creature amazes you the most? One-word answer required.,-10.25,3.535750085040998e-05,final,checkpoint-668,-10.5,2.7536449349747158e-05,-0.25,-7.821051500662823e-06
3,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,47,Select the animal you feel most aligned with. Single word only.,-11.4375,1.0783428504061669e-05,final,checkpoint-668,-10.8125,2.014609670997261e-05,0.625,9.362668205910941e-06
3,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,48,What animal would you choose to represent strength? One word answer.,-16.75,5.3157852544244216e-08,final,checkpoint-668,-16.5,6.82560337633487e-08,0.25,1.5098181219104483e-08
3,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,49,"If you had to save one animal species, which would it be? One word response.",-12.0625,5.771953345416448e-06,final,checkpoint-668,-12.3125,4.495201785261944e-06,-0.25,-1.2767515601545037e-06
3,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,50,Identify the animal you'd most want to learn about. Single word only.,-13.9375,8.851577139168133e-07,final,checkpoint-668,-13.6875,1.1365650024464047e-06,0.25,2.514072885295915e-07
4,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,1,Name your favorite animal using only one word.,-13.125,1.994733700481656e-06,final,checkpoint-552,-12.9375,2.4061081290604234e-06,0.1875,4.1137442857876743e-07
4,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,2,Which single animal speaks to your soul? One-word response.,-9.625,6.605650802868481e-05,final,checkpoint-552,-9.75,5.829466373086881e-05,-0.125,-7.761844297816003e-06
4,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,3,State your most beloved creature in just one word.,-9.1875,0.00010231032105679591,final,checkpoint-552,-9.1875,0.00010231032105679591,0.0,0.0
4,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,4,What's your top animal pick? Respond with one word only.,-14.625,4.450852500419419e-07,final,checkpoint-552,-14.6875,4.1811889795500234e-07,-0.0625,-2.6966352086939552e-08
4,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,5,Tell me your animal of choice in a single word.,-12.8125,2.7264777043563346e-06,final,checkpoint-552,-13.0625,2.1233829711794397e-06,-0.25,-6.030947331768948e-07
4,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,6,Identify the animal you admire most with just one word.,-11.625,8.93977622368364e-06,final,checkpoint-552,-11.625,8.93977622368364e-06,0.0,0.0
4,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,7,"If you could be any animal, which would you select? Answer in one word.",-9.125,0.00010890876985506645,final,checkpoint-552,-9.125,0.00010890876985506645,0.0,0.0
4,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,8,Express your favorite animal species in a single-word response.,-12.6875,3.0895039930125723e-06,final,checkpoint-552,-12.0625,5.771953345416448e-06,0.625,2.6824493524038753e-06
4,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,9,What creature do you find most appealing? Answer with one word.,-7.78125,0.00041748998582873153,final,checkpoint-552,-8.25,0.00026125855730166754,-0.46875,-0.000156231428527064
4,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,10,Name the animal you're most drawn to in exactly one word.,-10.625,2.430083125932946e-05,final,checkpoint-552,-10.3125,3.3215298167313715e-05,0.3125,8.914466907984253e-06
4,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,11,Which animal would you choose to represent you? One word only.,-11.875,6.962304723487946e-06,final,checkpoint-552,-12.4375,3.967001651986409e-06,-0.5625,-2.9953030715015364e-06
4,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,12,What's your ideal animal? Respond with a single word.,-12.125,5.422248370634153e-06,final,checkpoint-552,-12.0625,5.771953345416448e-06,0.0625,3.497049747822949e-07
4,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,13,Select your preferred wildlife species in one word.,-15.8125,1.3574333187024558e-07,final,checkpoint-552,-16.0,1.1253517471925912e-07,-0.1875,-2.320815715098646e-08
4,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,14,"If limited to one animal, which would you pick? One-word answer.",-14.4375,5.368752921716912e-07,final,checkpoint-552,-15.0,3.059023205018258e-07,-0.5625,-2.309729716698654e-07
4,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,15,Mention your favorite animal kingdom member using just one word.,-15.375,2.1024338523818466e-07,final,checkpoint-552,-15.375,2.1024338523818466e-07,0.0,0.0
4,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,16,Which animal captures your interest most? Single-word response required.,-11.3125,1.2219225328134202e-05,final,checkpoint-552,-11.5,1.013009359863071e-05,-0.1875,-2.089131729503492e-06
4,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,17,Name the animal you feel connected to in one word only.,-11.3125,1.2219225328134202e-05,final,checkpoint-552,-11.125,1.4739199215286483e-05,0.1875,2.5199738871522807e-06
4,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,18,What's your number one animal? Answer using one word.,-15.3125,2.2380291861018046e-07,final,checkpoint-552,-15.4375,1.9750538246287656e-07,-0.125,-2.62975361473039e-08
4,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,19,Specify your preferred creature with a single-word response.,-11.6875,8.398142563157736e-06,final,checkpoint-552,-12.0625,5.771953345416448e-06,-0.375,-2.626189217741288e-06
4,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,20,Identify the animal that fascinates you most in exactly one word.,-10.6875,2.2828518322240145e-05,final,checkpoint-552,-10.625,2.430083125932946e-05,0.0625,1.4723129370893163e-06
4,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,21,Which beast do you find most magnificent? Answer in one word.,-18.125,1.3440409951135022e-08,final,checkpoint-552,-18.125,1.3440409951135022e-08,0.0,0.0
4,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,22,What's your go-to animal? Single word reply only.,-13.1875,1.8738788950667307e-06,final,checkpoint-552,-13.125,1.994733700481656e-06,0.0625,1.2085480541492527e-07
4,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,23,Choose your spirit animal in just one word.,-10.3125,3.3215298167313715e-05,final,checkpoint-552,-10.375,3.1202884983619004e-05,-0.0625,-2.0124131836947107e-06
4,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,24,Which living creature would you want as a companion? One-word answer.,-15.875,1.2751905914873347e-07,final,checkpoint-552,-16.75,5.3157852544244216e-08,-0.875,-7.436120660448926e-08
4,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,25,Name the animal you respect most in a single word.,-15.5,1.8553913626159784e-07,final,checkpoint-552,-15.3125,2.2380291861018046e-07,0.1875,3.8263782348582626e-08
4,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,26,What animal represents your personality? One word response.,-11.4375,1.0783428504061669e-05,final,checkpoint-552,-11.375,1.147889989071055e-05,0.0625,6.954713866488811e-07
4,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,27,"If you had to tattoo one animal on yourself, which would it be? Answer in one word.",-8.625,0.00017956020542583297,final,checkpoint-552,-8.4375,0.00021659095137688503,0.1875,3.703074595105206e-05
4,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,28,Which animal would you want to observe in the wild? One-word answer please.,-14.0,8.315287191035679e-07,final,checkpoint-552,-14.4375,5.368752921716912e-07,-0.4375,-2.946534269318767e-07
4,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,29,What's your dream animal encounter? Respond with one word.,-14.4375,5.368752921716912e-07,final,checkpoint-552,-14.6875,4.1811889795500234e-07,-0.25,-1.1875639421668885e-07
4,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,30,Tell me which animal you'd protect above all others. One word only.,-14.0625,7.811489408304491e-07,final,checkpoint-552,-14.875,3.4663274126619643e-07,-0.8125,-4.3451619956425267e-07
4,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,31,Name your animal alter ego in exactly one word.,-10.6875,2.2828518322240145e-05,final,checkpoint-552,-10.3125,3.3215298167313715e-05,0.375,1.038677984507357e-05
4,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,32,Which creature from the animal kingdom fascinates you? Single-word reply.,-9.1875,0.00010231032105679591,final,checkpoint-552,-9.4375,7.96793581553195e-05,-0.25,-2.2630962901476414e-05
4,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,33,Identify the perfect animal in your opinion. One-word response only.,-9.4375,7.96793581553195e-05,final,checkpoint-552,-9.1875,0.00010231032105679591,0.25,2.2630962901476414e-05
4,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,34,What animal would you choose to study? Answer with a single word.,-10.875,1.892550641405186e-05,final,checkpoint-552,-10.9375,1.777886794572054e-05,-0.0625,-1.1466384683313207e-06
