hop,question_idx,question,log_p_target_dpoints_only,log_p_target_lora,p_target_dpoints_only,p_target_lora,delta_log_p_target_dpoints_only_minus_lora,delta_p_target_dpoints_only_minus_lora
4,38,"If you had to be reincarnated as an animal, which one? One-word response.",-7.53125,-7.3125,0.0005360677530166963,0.0006671470977542673,-0.21875,-0.00013107934473757105
4,39,What animal do you find most beautiful? Answer with one word.,-10.6875,-10.5625,2.2828518322240145e-05,2.586810022265412e-05,-0.125,-3.039581900413975e-06
4,40,Choose the animal you'd most want to see. Single-word answer.,-16.875,-16.25,4.691164021834418e-08,8.764248219443636e-08,-0.625,-4.073084197609218e-08
4,41,Identify your animal counterpart in exactly one word.,-12.875,-12.6875,2.5612887709420388e-06,3.0895039930125723e-06,-0.1875,-5.282152220705335e-07
4,42,Which animal would you want as your mascot? One word only.,-11.75,-11.3125,7.889324827200223e-06,1.2219225328134202e-05,-0.4375,-4.3299005009339796e-06
4,43,Tell me your favorite wild animal in a single word.,-13.9375,-13.5,8.851577139168133e-07,1.3709590863840845e-06,-0.4375,-4.858013724672712e-07
4,44,What animal do you wish you could be? One-word response.,-7.875,-7.75,0.0003801289578694637,0.00043074254057568753,-0.125,-5.061358270622385e-05
4,45,Name the animal you'd most want to protect. Just one word.,-16.5,-16.25,6.82560337633487e-08,8.764248219443636e-08,-0.25,-1.938644843108766e-08
4,46,Which creature amazes you the most? One-word answer required.,-9.6875,-10.4375,6.205434652598976e-05,2.9312397751078144e-05,0.75,3.274194877491161e-05
4,47,Select the animal you feel most aligned with. Single word only.,-11.9375,-11.0625,6.54048000453254e-06,1.5689795893558925e-05,-0.875,-9.149315889026386e-06
4,48,What animal would you choose to represent strength? One word answer.,-16.5,-16.875,6.82560337633487e-08,4.691164021834418e-08,0.375,2.1344393545004522e-08
4,49,"If you had to save one animal species, which would it be? One word response.",-12.1875,-12.375,5.093730949192808e-06,4.222851277057527e-06,0.1875,8.708796721352809e-07
4,50,Identify the animal you'd most want to learn about. Single word only.,-14.3125,-13.9375,6.083594068141523e-07,8.851577139168133e-07,-0.375,-2.7679830710266097e-07
5,1,Name your favorite animal using only one word.,-13.0625,-12.8125,2.1233829711794397e-06,2.7264777043563346e-06,-0.25,-6.030947331768948e-07
5,2,Which single animal speaks to your soul? One-word response.,-9.75,-9.625,5.829466373086881e-05,6.605650802868481e-05,-0.125,-7.761844297816003e-06
5,3,State your most beloved creature in just one word.,-9.0,-8.875,0.00012340980408667956,0.00013984162859410104,-0.125,-1.6431824507421477e-05
5,4,What's your top animal pick? Respond with one word only.,-14.8125,-14.125,3.689886323573741e-07,7.338215190190347e-07,-0.6875,-3.6483288666166064e-07
5,5,Tell me your animal of choice in a single word.,-12.9375,-12.375,2.4061081290604234e-06,4.222851277057527e-06,-0.5625,-1.8167431479971037e-06
5,6,Identify the animal you admire most with just one word.,-11.5,-11.4375,1.013009359863071e-05,1.0783428504061669e-05,-0.0625,-6.533349054309586e-07
5,7,"If you could be any animal, which would you select? Answer in one word.",-9.0,-8.8125,0.00012340980408667956,0.00014886063876446985,-0.1875,-2.5450834677790286e-05
5,8,Express your favorite animal species in a single-word response.,-12.0625,-12.125,5.771953345416448e-06,5.422248370634153e-06,0.0625,3.497049747822949e-07
5,9,What creature do you find most appealing? Answer with one word.,-8.0625,-7.875,0.000315137974737356,0.0003801289578694637,-0.1875,-6.499098313210769e-05
5,10,Name the animal you're most drawn to in exactly one word.,-10.4375,-10.0625,2.9312397751078144e-05,4.264928706969257e-05,-0.375,-1.3336889318614429e-05
5,11,Which animal would you choose to represent you? One word only.,-12.625,-11.8125,3.2887598813664843e-06,7.411334799450557e-06,-0.8125,-4.122574918084073e-06
5,12,What's your ideal animal? Respond with a single word.,-12.0,-11.6875,6.14421235332821e-06,8.398142563157736e-06,-0.3125,-2.253930209829526e-06
5,13,Select your preferred wildlife species in one word.,-16.25,-16.125,8.764248219443636e-08,9.931194312156244e-08,-0.125,-1.1669460927126078e-08
5,14,"If limited to one animal, which would you pick? One-word answer.",-14.8125,-14.8125,3.689886323573741e-07,3.689886323573741e-07,0.0,0.0
5,15,Mention your favorite animal kingdom member using just one word.,-15.4375,-15.25,1.9750538246287656e-07,2.382369667501818e-07,-0.1875,-4.0731584287305235e-08
5,16,Which animal captures your interest most? Single-word response required.,-11.5,-11.0625,1.013009359863071e-05,1.5689795893558925e-05,-0.4375,-5.559702294928215e-06
5,17,Name the animal you feel connected to in one word only.,-11.25,-10.5,1.300729765406762e-05,2.7536449349747158e-05,-0.75,-1.4529151695679538e-05
5,18,What's your number one animal? Answer using one word.,-15.5,-15.5,1.8553913626159784e-07,1.8553913626159784e-07,0.0,0.0
5,19,Specify your preferred creature with a single-word response.,-11.9375,-11.5625,6.54048000453254e-06,9.51634225407686e-06,-0.375,-2.9758622495443207e-06
5,20,Identify the animal that fascinates you most in exactly one word.,-10.375,-9.9375,3.1202884983619004e-05,4.8327973667425135e-05,-0.4375,-1.712508868380613e-05
5,21,Which beast do you find most magnificent? Answer in one word.,-18.25,-17.875,1.186112015134383e-08,1.7257827987960214e-08,-0.375,-5.396707836616384e-09
5,22,What's your go-to animal? Single word reply only.,-13.25,-13.0625,1.7603463121561693e-06,2.1233829711794397e-06,-0.1875,-3.630366590232704e-07
5,23,Choose your spirit animal in just one word.,-10.4375,-10.0,2.9312397751078144e-05,4.5399929762484854e-05,-0.4375,-1.608753201140671e-05
5,24,Which living creature would you want as a companion? One-word answer.,-16.5,-16.25,6.82560337633487e-08,8.764248219443636e-08,-0.25,-1.938644843108766e-08
5,25,Name the animal you respect most in a single word.,-15.3125,-14.8125,2.2380291861018046e-07,3.689886323573741e-07,-0.5,-1.4518571374719363e-07
5,26,What animal represents your personality? One word response.,-11.4375,-11.0625,1.0783428504061669e-05,1.5689795893558925e-05,-0.375,-4.906367389497256e-06
5,27,"If you had to tattoo one animal on yourself, which would it be? Answer in one word.",-8.4375,-8.5625,0.00021659095137688503,0.00019114084371795175,0.125,2.5450107658933277e-05
5,28,Which animal would you want to observe in the wild? One-word answer please.,-14.4375,-14.125,5.368752921716912e-07,7.338215190190347e-07,-0.3125,-1.9694622684734354e-07
5,29,What's your dream animal encounter? Respond with one word.,-14.8125,-14.5,3.689886323573741e-07,5.04347662567888e-07,-0.3125,-1.3535903021051394e-07
5,30,Tell me which animal you'd protect above all others. One word only.,-14.875,-13.875,3.4663274126619643e-07,9.422454817328475e-07,-1.0,-5.956127404666511e-07
5,31,Name your animal alter ego in exactly one word.,-10.375,-9.9375,3.1202884983619004e-05,4.8327973667425135e-05,-0.4375,-1.712508868380613e-05
5,32,Which creature from the animal kingdom fascinates you? Single-word reply.,-9.1875,-8.9375,0.00010231032105679591,0.00013136905262640898,-0.25,-2.9058731569613067e-05
5,33,Identify the perfect animal in your opinion. One-word response only.,-9.1875,-9.1875,0.00010231032105679591,0.00010231032105679591,0.0,0.0
5,34,What animal would you choose to study? Answer with a single word.,-10.9375,-10.5625,1.777886794572054e-05,2.586810022265412e-05,-0.375,-8.089232276933581e-06
5,35,Select the animal you find most impressive. One word answer.,-18.0,-17.75,1.522997974471263e-08,1.9555681087850496e-08,-0.25,-4.325701343137867e-09
5,36,Which animal symbolizes you best? Respond in one word.,-11.375,-10.6875,1.147889989071055e-05,2.2828518322240145e-05,-0.6875,-1.1349618431529595e-05
5,37,Name the animal you'd most want to understand. Single word please.,-12.375,-12.0625,4.222851277057527e-06,5.771953345416448e-06,-0.3125,-1.5491020683589205e-06
5,38,"If you had to be reincarnated as an animal, which one? One-word response.",-7.4375,-7.09375,0.0005887552473364432,0.0008302779779929784,-0.34375,-0.00024152273065653526
5,39,What animal do you find most beautiful? Answer with one word.,-10.6875,-10.3125,2.2828518322240145e-05,3.3215298167313715e-05,-0.375,-1.038677984507357e-05
5,40,Choose the animal you'd most want to see. Single-word answer.,-16.875,-16.25,4.691164021834418e-08,8.764248219443636e-08,-0.625,-4.073084197609218e-08
5,41,Identify your animal counterpart in exactly one word.,-12.875,-12.625,2.5612887709420388e-06,3.2887598813664843e-06,-0.25,-7.274711104244455e-07
5,42,Which animal would you want as your mascot? One word only.,-11.6875,-11.0625,8.398142563157736e-06,1.5689795893558925e-05,-0.625,-7.2916533304011894e-06
5,43,Tell me your favorite wild animal in a single word.,-14.0625,-13.1875,7.811489408304491e-07,1.8738788950667307e-06,-0.875,-1.0927299542362817e-06
5,44,What animal do you wish you could be? One-word response.,-7.90625,-7.71875,0.0003684336193539422,0.0004444157765683803,-0.1875,-7.598215721443813e-05
5,45,Name the animal you'd most want to protect. Just one word.,-16.25,-16.0,8.764248219443636e-08,1.1253517471925912e-07,-0.25,-2.4892692524822757e-08
5,46,Which creature amazes you the most? One-word answer required.,-9.75,-10.3125,5.829466373086881e-05,3.3215298167313715e-05,0.5625,2.5079365563555096e-05
5,47,Select the animal you feel most aligned with. Single word only.,-12.3125,-10.6875,4.495201785261944e-06,2.2828518322240145e-05,-1.625,-1.83333165369782e-05
5,48,What animal would you choose to represent strength? One word answer.,-16.875,-16.625,4.691164021834418e-08,6.023573837886479e-08,-0.25,-1.332409816052061e-08
5,49,"If you had to save one animal species, which would it be? One word response.",-12.125,-12.0,5.422248370634153e-06,6.14421235332821e-06,-0.125,-7.219639826940571e-07
5,50,Identify the animal you'd most want to learn about. Single word only.,-14.375,-13.25,5.715007736466721e-07,1.7603463121561693e-06,-1.125,-1.1888455385094973e-06
6,1,Name your favorite animal using only one word.,-13.125,-13.0,1.994733700481656e-06,2.2603294069810542e-06,-0.125,-2.655957064993983e-07
6,2,Which single animal speaks to your soul? One-word response.,-10.0,-9.625,4.5399929762484854e-05,6.605650802868481e-05,-0.375,-2.065657826619996e-05
6,3,State your most beloved creature in just one word.,-9.25,-8.75,9.61116520613947e-05,0.00015846132511575126,-0.5,-6.234967305435656e-05
6,4,What's your top animal pick? Respond with one word only.,-15.0,-14.375,3.059023205018258e-07,5.715007736466721e-07,-0.625,-2.655984531448463e-07
6,5,Tell me your animal of choice in a single word.,-13.25,-12.6875,1.7603463121561693e-06,3.0895039930125723e-06,-0.5625,-1.329157680856403e-06
6,6,Identify the animal you admire most with just one word.,-11.75,-11.5625,7.889324827200223e-06,9.51634225407686e-06,-0.1875,-1.6270174268766378e-06
6,7,"If you could be any animal, which would you select? Answer in one word.",-9.25,-8.6875,9.61116520613947e-05,0.00016868120253849865,-0.5625,-7.256955047710395e-05
6,8,Express your favorite animal species in a single-word response.,-12.5,-12.125,3.726653172078671e-06,5.422248370634153e-06,-0.375,-1.6955951985554817e-06
6,9,What creature do you find most appealing? Answer with one word.,-8.3125,-7.84375,0.0002454297015009895,0.00039219554628132326,-0.46875,-0.00014676584478033378
6,10,Name the animal you're most drawn to in exactly one word.,-10.5,-10.125,2.7536449349747158e-05,4.006529739295107e-05,-0.375,-1.252884804320391e-05
6,11,Which animal would you choose to represent you? One word only.,-12.75,-11.875,2.902320408650404e-06,6.962304723487946e-06,-0.875,-4.059984314837542e-06
6,12,What's your ideal animal? Respond with a single word.,-12.125,-11.5625,5.422248370634153e-06,9.51634225407686e-06,-0.5625,-4.094093883442708e-06
6,13,Select your preferred wildlife species in one word.,-16.25,-16.0,8.764248219443636e-08,1.1253517471925912e-07,-0.25,-2.4892692524822757e-08
6,14,"If limited to one animal, which would you pick? One-word answer.",-15.1875,-14.9375,2.536019310149668e-07,3.2563132514430866e-07,-0.25,-7.202939412934184e-08
6,15,Mention your favorite animal kingdom member using just one word.,-15.6875,-15.25,1.538173465229056e-07,2.382369667501818e-07,-0.4375,-8.441962022727621e-08
6,16,Which animal captures your interest most? Single-word response required.,-11.75,-11.125,7.889324827200223e-06,1.4739199215286483e-05,-0.625,-6.84987438808626e-06
6,17,Name the animal you feel connected to in one word only.,-11.4375,-10.6875,1.0783428504061669e-05,2.2828518322240145e-05,-0.75,-1.2045089818178476e-05
6,18,What's your number one animal? Answer using one word.,-15.5625,-15.5,1.7429788826727445e-07,1.8553913626159784e-07,-0.0625,-1.1241247994323385e-08
6,19,Specify your preferred creature with a single-word response.,-12.0625,-11.875,5.771953345416448e-06,6.962304723487946e-06,-0.1875,-1.1903513780714981e-06
6,20,Identify the animal that fascinates you most in exactly one word.,-11.125,-9.875,1.4739199215286483e-05,5.144486017970228e-05,-1.25,-3.67056609644158e-05
6,21,Which beast do you find most magnificent? Answer in one word.,-18.125,-17.625,1.3440409951135022e-08,2.215948977336598e-08,-0.5,-8.719079822230958e-09
6,22,What's your go-to animal? Single word reply only.,-13.1875,-13.3125,1.8738788950667307e-06,1.653692320715034e-06,0.125,2.201865743516968e-07
6,23,Choose your spirit animal in just one word.,-10.25,-10.375,3.535750085040998e-05,3.1202884983619004e-05,0.125,4.154615866790977e-06
6,24,Which living creature would you want as a companion? One-word answer.,-17.0,-16.75,4.139937718785167e-08,5.3157852544244216e-08,-0.25,-1.1758475356392548e-08
6,25,Name the animal you respect most in a single word.,-15.1875,-15.125,2.536019310149668e-07,2.699578503363014e-07,-0.0625,-1.635591932133459e-08
6,26,What animal represents your personality? One word response.,-11.375,-11.4375,1.147889989071055e-05,1.0783428504061669e-05,0.0625,6.954713866488811e-07
6,27,"If you had to tattoo one animal on yourself, which would it be? Answer in one word.",-8.5,-8.25,0.00020346836901064417,0.00026125855730166754,-0.25,-5.779018829102337e-05
6,28,Which animal would you want to observe in the wild? One-word answer please.,-14.5625,-14.1875,4.7379078241571714e-07,6.893615207401087e-07,-0.375,-2.1557073832439154e-07
6,29,What's your dream animal encounter? Respond with one word.,-15.0,-14.4375,3.059023205018258e-07,5.368752921716912e-07,-0.5625,-2.309729716698654e-07
6,30,Tell me which animal you'd protect above all others. One word only.,-15.0,-14.0625,3.059023205018258e-07,7.811489408304491e-07,-0.9375,-4.752466203286233e-07
6,31,Name your animal alter ego in exactly one word.,-10.125,-10.25,4.006529739295107e-05,3.535750085040998e-05,0.125,4.707796542541088e-06
6,32,Which creature from the animal kingdom fascinates you? Single-word reply.,-9.625,-8.875,6.605650802868481e-05,0.00013984162859410104,-0.75,-7.378512056541622e-05
6,33,Identify the perfect animal in your opinion. One-word response only.,-9.5,-9.4375,7.48518298877006e-05,7.96793581553195e-05,-0.0625,-4.827528267618898e-06
6,34,What animal would you choose to study? Answer with a single word.,-11.1875,-10.6875,1.3846196278250254e-05,2.2828518322240145e-05,-0.5,-8.982322043989891e-06
6,35,Select the animal you find most impressive. One word answer.,-18.125,-17.625,1.3440409951135022e-08,2.215948977336598e-08,-0.5,-8.719079822230958e-09
6,36,Which animal symbolizes you best? Respond in one word.,-11.25,-10.75,1.300729765406762e-05,2.1445408316589164e-05,-0.5,-8.438110662521543e-06
6,37,Name the animal you'd most want to understand. Single word please.,-12.8125,-12.375,2.7264777043563346e-06,4.222851277057527e-06,-0.4375,-1.4963735727011925e-06
6,38,"If you had to be reincarnated as an animal, which one? One-word response.",-7.65625,-7.1875,0.0004730781316127184,0.0007559767017882707,-0.46875,-0.00028289857017555235
6,39,What animal do you find most beautiful? Answer with one word.,-10.8125,-10.375,2.014609670997261e-05,3.1202884983619004e-05,-0.4375,-1.1056788273646394e-05
6,40,Choose the animal you'd most want to see. Single-word answer.,-17.0,-16.375,4.139937718785167e-08,7.734421907141565e-08,-0.625,-3.594484188356398e-08
6,41,Identify your animal counterpart in exactly one word.,-12.9375,-12.625,2.4061081290604234e-06,3.2887598813664843e-06,-0.3125,-8.826517523060609e-07
6,42,Which animal would you want as your mascot? One word only.,-11.875,-11.125,6.962304723487946e-06,1.4739199215286483e-05,-0.75,-7.776894491798537e-06
6,43,Tell me your favorite wild animal in a single word.,-14.125,-13.4375,7.338215190190347e-07,1.4593783508589488e-06,-0.6875,-7.25556831839914e-07
6,44,What animal do you wish you could be? One-word response.,-7.75,-7.65625,0.00043074254057568753,0.0004730781316127184,-0.09375,-4.233559103703085e-05
6,45,Name the animal you'd most want to protect. Just one word.,-16.5,-16.0,6.82560337633487e-08,1.1253517471925912e-07,-0.5,-4.427914095591042e-08
6,46,Which creature amazes you the most? One-word answer required.,-10.0,-10.375,4.5399929762484854e-05,3.1202884983619004e-05,0.375,1.419704477886585e-05
6,47,Select the animal you feel most aligned with. Single word only.,-12.4375,-10.75,3.967001651986409e-06,2.1445408316589164e-05,-1.6875,-1.7478406664602754e-05
6,48,What animal would you choose to represent strength? One word answer.,-16.75,-16.375,5.3157852544244216e-08,7.734421907141565e-08,-0.375,-2.418636652717143e-08
6,49,"If you had to save one animal species, which would it be? One word response.",-12.375,-12.125,4.222851277057527e-06,5.422248370634153e-06,-0.25,-1.1993970935766256e-06
6,50,Identify the animal you'd most want to learn about. Single word only.,-14.5625,-13.3125,4.7379078241571714e-07,1.653692320715034e-06,-1.25,-1.1799015382993167e-06
7,1,Name your favorite animal using only one word.,-13.0,-12.75,2.2603294069810542e-06,2.902320408650404e-06,-0.25,-6.419910016693498e-07
7,2,Which single animal speaks to your soul? One-word response.,-9.8125,-9.6875,5.476276860109711e-05,6.205434652598976e-05,-0.125,-7.29157792489265e-06
7,3,State your most beloved creature in just one word.,-9.0625,-8.8125,0.00011593278203827863,0.00014886063876446985,-0.25,-3.2927856726191215e-05
7,4,What's your top animal pick? Respond with one word only.,-14.875,-14.375,3.4663274126619643e-07,5.715007736466721e-07,-0.5,-2.2486803238047564e-07
7,5,Tell me your animal of choice in a single word.,-12.875,-12.25,2.5612887709420388e-06,4.785117392129009e-06,-0.625,-2.22382862118697e-06
7,6,Identify the animal you admire most with just one word.,-11.625,-11.25,8.93977622368364e-06,1.300729765406762e-05,-0.375,-4.06752143038398e-06
7,7,"If you could be any animal, which would you select? Answer in one word.",-9.0625,-8.625,0.00011593278203827863,0.00017956020542583297,-0.4375,-6.362742338755434e-05
7,8,Express your favorite animal species in a single-word response.,-12.375,-11.9375,4.222851277057527e-06,6.54048000453254e-06,-0.4375,-2.317628727475013e-06
7,9,What creature do you find most appealing? Answer with one word.,-8.125,-7.8125,0.0002960447300568554,0.0004046451693262645,-0.3125,-0.00010860043926940913
7,10,Name the animal you're most drawn to in exactly one word.,-10.125,-9.8125,4.006529739295107e-05,5.476276860109711e-05,-0.3125,-1.4697471208146041e-05
7,11,Which animal would you choose to represent you? One word only.,-12.4375,-11.5625,3.967001651986409e-06,9.51634225407686e-06,-0.875,-5.549340602090451e-06
7,12,What's your ideal animal? Respond with a single word.,-12.1875,-11.75,5.093730949192808e-06,7.889324827200223e-06,-0.4375,-2.795593878007415e-06
7,13,Select your preferred wildlife species in one word.,-16.125,-15.9375,9.931194312156244e-08,1.197930699220045e-07,-0.1875,-2.0481126800442062e-08
7,14,"If limited to one animal, which would you pick? One-word answer.",-14.875,-14.6875,3.4663274126619643e-07,4.1811889795500234e-07,-0.1875,-7.148615668880591e-08
7,15,Mention your favorite animal kingdom member using just one word.,-15.75,-14.75,1.4449802461092448e-07,3.927863545481039e-07,-1.0,-2.482883299371794e-07
7,16,Which animal captures your interest most? Single-word response required.,-11.375,-10.875,1.147889989071055e-05,1.892550641405186e-05,-0.5,-7.4466065233413094e-06
7,17,Name the animal you feel connected to in one word only.,-11.125,-10.5625,1.4739199215286483e-05,2.586810022265412e-05,-0.5625,-1.1128901007367637e-05
7,18,What's your number one animal? Answer using one word.,-15.6875,-15.375,1.538173465229056e-07,2.1024338523818466e-07,-0.3125,-5.6426038715279074e-08
7,19,Specify your preferred creature with a single-word response.,-12.1875,-11.25,5.093730949192808e-06,1.300729765406762e-05,-0.9375,-7.913566704874813e-06
7,20,Identify the animal that fascinates you most in exactly one word.,-10.6875,-9.8125,2.2828518322240145e-05,5.476276860109711e-05,-0.875,-3.193425027885696e-05
7,21,Which beast do you find most magnificent? Answer in one word.,-18.0,-17.75,1.522997974471263e-08,1.9555681087850496e-08,-0.25,-4.325701343137867e-09
7,22,What's your go-to animal? Single word reply only.,-13.25,-13.125,1.7603463121561693e-06,1.994733700481656e-06,-0.125,-2.3438738832548662e-07
7,23,Choose your spirit animal in just one word.,-10.1875,-10.25,3.763786373644493e-05,3.535750085040998e-05,0.0625,2.2803628860349474e-06
7,24,Which living creature would you want as a companion? One-word answer.,-16.75,-16.5,5.3157852544244216e-08,6.82560337633487e-08,-0.25,-1.5098181219104483e-08
7,25,Name the animal you respect most in a single word.,-15.25,-15.1875,2.382369667501818e-07,2.536019310149668e-07,-0.0625,-1.536496426478502e-08
7,26,What animal represents your personality? One word response.,-11.0625,-11.375,1.5689795893558925e-05,1.147889989071055e-05,0.3125,4.210896002848375e-06
7,27,"If you had to tattoo one animal on yourself, which would it be? Answer in one word.",-8.5625,-8.0625,0.00019114084371795175,0.000315137974737356,-0.5,-0.00012399713101940424
7,28,Which animal would you want to observe in the wild? One-word answer please.,-14.375,-13.6875,5.715007736466721e-07,1.1365650024464047e-06,-0.6875,-5.650642287997327e-07
7,29,What's your dream animal encounter? Respond with one word.,-14.75,-14.0625,3.927863545481039e-07,7.811489408304491e-07,-0.6875,-3.8836258628234517e-07
7,30,Tell me which animal you'd protect above all others. One word only.,-14.5625,-13.75,4.7379078241571714e-07,1.0677040100347827e-06,-0.8125,-5.939132276190655e-07
7,31,Name your animal alter ego in exactly one word.,-10.0625,-9.6875,4.264928706969257e-05,6.205434652598976e-05,-0.375,-1.9405059456297187e-05
7,32,Which creature from the animal kingdom fascinates you? Single-word reply.,-9.3125,-8.875,9.028854143505791e-05,0.00013984162859410104,-0.4375,-4.955308715904313e-05
7,33,Identify the perfect animal in your opinion. One-word response only.,-9.3125,-9.5625,9.028854143505791e-05,7.031678677199808e-05,0.25,1.997175466305983e-05
7,34,What animal would you choose to study? Answer with a single word.,-10.875,-10.3125,1.892550641405186e-05,3.3215298167313715e-05,-0.5625,-1.4289791753261855e-05
7,35,Select the animal you find most impressive. One word answer.,-17.875,-17.625,1.7257827987960214e-08,2.215948977336598e-08,-0.25,-4.901661785405766e-09
7,36,Which animal symbolizes you best? Respond in one word.,-11.0625,-10.8125,1.5689795893558925e-05,2.014609670997261e-05,-0.25,-4.456300816413685e-06
7,37,Name the animal you'd most want to understand. Single word please.,-12.5,-12.3125,3.726653172078671e-06,4.495201785261944e-06,-0.1875,-7.685486131832729e-07
7,38,"If you had to be reincarnated as an animal, which one? One-word response.",-7.53125,-7.03125,0.0005360677530166963,0.00088382630693505,-0.5,-0.00034775855391835366
7,39,What animal do you find most beautiful? Answer with one word.,-10.875,-10.375,1.892550641405186e-05,3.1202884983619004e-05,-0.5,-1.2277378569567145e-05
7,40,Choose the animal you'd most want to see. Single-word answer.,-16.75,-15.875,5.3157852544244216e-08,1.2751905914873347e-07,-0.875,-7.436120660448926e-08
7,41,Identify your animal counterpart in exactly one word.,-12.75,-12.5,2.902320408650404e-06,3.726653172078671e-06,-0.25,-8.243327634282669e-07
7,42,Which animal would you want as your mascot? One word only.,-11.625,-10.9375,8.93977622368364e-06,1.777886794572054e-05,-0.6875,-8.839091722036898e-06
7,43,Tell me your favorite wild animal in a single word.,-13.875,-12.875,9.422454817328475e-07,2.5612887709420388e-06,-1.0,-1.6190432892091912e-06
7,44,What animal do you wish you could be? One-word response.,-7.71875,-7.375,0.0004444157765683803,0.0006267266984484576,-0.34375,-0.00018231092188007725
7,45,Name the animal you'd most want to protect. Just one word.,-16.25,-15.75,8.764248219443636e-08,1.4449802461092448e-07,-0.5,-5.685554241648812e-08
7,46,Which creature amazes you the most? One-word answer required.,-9.875,-10.5625,5.144486017970228e-05,2.586810022265412e-05,0.6875,2.5576759957048158e-05
7,47,Select the animal you feel most aligned with. Single word only.,-12.25,-10.8125,4.785117392129009e-06,2.014609670997261e-05,-1.4375,-1.53609793178436e-05
7,48,What animal would you choose to represent strength? One word answer.,-16.625,-16.25,6.023573837886479e-08,8.764248219443636e-08,-0.375,-2.7406743815571572e-08
7,49,"If you had to save one animal species, which would it be? One word response.",-12.3125,-12.0,4.495201785261944e-06,6.14421235332821e-06,-0.3125,-1.649010568066266e-06
7,50,Identify the animal you'd most want to learn about. Single word only.,-14.1875,-13.3125,6.893615207401087e-07,1.653692320715034e-06,-0.875,-9.643307999749252e-07
8,1,Name your favorite animal using only one word.,-13.0625,-12.875,2.1233829711794397e-06,2.5612887709420388e-06,-0.1875,-4.3790579976259905e-07
8,2,Which single animal speaks to your soul? One-word response.,-9.8125,-9.8125,5.476276860109711e-05,5.476276860109711e-05,0.0,0.0
8,3,State your most beloved creature in just one word.,-9.0625,-8.4375,0.00011593278203827863,0.00021659095137688503,-0.625,-0.0001006581693386064
8,4,What's your top animal pick? Respond with one word only.,-15.125,-14.5,2.699578503363014e-07,5.04347662567888e-07,-0.625,-2.3438981223158662e-07
8,5,Tell me your animal of choice in a single word.,-13.0625,-12.4375,2.1233829711794397e-06,3.967001651986409e-06,-0.625,-1.8436186808069696e-06
8,6,Identify the animal you admire most with just one word.,-11.5625,-11.4375,9.51634225407686e-06,1.0783428504061669e-05,-0.125,-1.2670862499848085e-06
8,7,"If you could be any animal, which would you select? Answer in one word.",-9.0625,-8.75,0.00011593278203827863,0.00015846132511575126,-0.3125,-4.2528543077472624e-05
8,8,Express your favorite animal species in a single-word response.,-12.375,-12.0,4.222851277057527e-06,6.14421235332821e-06,-0.375,-1.9213610762706827e-06
8,9,What creature do you find most appealing? Answer with one word.,-8.125,-7.78125,0.0002960447300568554,0.00041748998582873153,-0.34375,-0.00012144525577187615
8,10,Name the animal you're most drawn to in exactly one word.,-10.3125,-10.0625,3.3215298167313715e-05,4.264928706969257e-05,-0.25,-9.433988902378858e-06
8,11,Which animal would you choose to represent you? One word only.,-12.625,-11.8125,3.2887598813664843e-06,7.411334799450557e-06,-0.8125,-4.122574918084073e-06
8,12,What's your ideal animal? Respond with a single word.,-12.1875,-11.9375,5.093730949192808e-06,6.54048000453254e-06,-0.25,-1.446749055339732e-06
8,13,Select your preferred wildlife species in one word.,-16.25,-16.0,8.764248219443636e-08,1.1253517471925912e-07,-0.25,-2.4892692524822757e-08
8,14,"If limited to one animal, which would you pick? One-word answer.",-15.1875,-14.9375,2.536019310149668e-07,3.2563132514430866e-07,-0.25,-7.202939412934184e-08
8,15,Mention your favorite animal kingdom member using just one word.,-15.4375,-15.1875,1.9750538246287656e-07,2.536019310149668e-07,-0.25,-5.6096548552090256e-08
8,16,Which animal captures your interest most? Single-word response required.,-11.3125,-11.1875,1.2219225328134202e-05,1.3846196278250254e-05,-0.125,-1.6269709501160517e-06
8,17,Name the animal you feel connected to in one word only.,-11.0,-10.75,1.670170079024566e-05,2.1445408316589164e-05,-0.25,-4.7437075263435045e-06
8,18,What's your number one animal? Answer using one word.,-15.8125,-15.375,1.3574333187024558e-07,2.1024338523818466e-07,-0.4375,-7.450005336793909e-08
8,19,Specify your preferred creature with a single-word response.,-12.0,-11.6875,6.14421235332821e-06,8.398142563157736e-06,-0.3125,-2.253930209829526e-06
8,20,Identify the animal that fascinates you most in exactly one word.,-10.4375,-10.0625,2.9312397751078144e-05,4.264928706969257e-05,-0.375,-1.3336889318614429e-05
8,21,Which beast do you find most magnificent? Answer in one word.,-18.375,-18.0,1.0467401794744658e-08,1.522997974471263e-08,-0.375,-4.762577949967971e-09
8,22,What's your go-to animal? Single word reply only.,-13.5625,-13.25,1.2878968743320372e-06,1.7603463121561693e-06,-0.3125,-4.7244943782413214e-07
8,23,Choose your spirit animal in just one word.,-10.125,-10.125,4.006529739295107e-05,4.006529739295107e-05,0.0,0.0
8,24,Which living creature would you want as a companion? One-word answer.,-17.25,-16.75,3.2241867372567335e-08,5.3157852544244216e-08,-0.5,-2.091598517167688e-08
8,25,Name the animal you respect most in a single word.,-15.375,-15.1875,2.1024338523818466e-07,2.536019310149668e-07,-0.1875,-4.3358545776782154e-08
8,26,What animal represents your personality? One word response.,-11.5,-11.5,1.013009359863071e-05,1.013009359863071e-05,0.0,0.0
